NP_027421.1	NP_027421.1; NP_001077869.1; NP_001318180.1; NP_001324640.1	486; 486; 486; 486	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_001190598.1	NP_001190598.1; NP_001190599.1	640; 644	Pfam	; 	; 	; 	; 	; 
NP_001190625.1	NP_001190625.1; NP_001330437.1; NP_001330440.1	250; 251; 251	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001190638.1	NP_001190638.1; NP_001331696.1; NP_001331698.1; NP_001331699.1	477; 478; 481; 482	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_001190641.1	NP_001190641.1; NP_001318898.1	303; 305	Pfam	; 	; 	; 	; 	; 
NP_001190646.1	NP_001190646.1; NP_001329646.1	153; 153	Pfam	; 	; 	; 	; 	; 
NP_001190662.1	NP_001190662.1; NP_001319853.1	506; 506	Pfam	; 	; 	; 	; 	; 
NP_001190699.1	NP_001190699.1; NP_001319899.1	350; 350	Pfam	; 	; 	; 	; 	; 
NP_001190703.1	NP_001190703.1; NP_001328271.1	385; 382	Pfam	; 	; 	; 	; 	; 
NP_001190719.1	NP_001190719.1; NP_001319921.1	569; 569	Pfam	; 	; 	; 	; 	; 
NP_001190736.2	NP_001190736.2; NP_001328295.1	466; 465	Pfam	; 	; 	; 	; 	; 
NP_001190749.1	NP_001190749.1; NP_001328637.1	647; 642	Pfam	; 	; 	; 	; 	; 
NP_001190766.1	NP_001190766.1; NP_001328877.1	238; 238	Pfam	; 	; 	; 	; 	; 
NP_001190776.1	NP_001190776.1; NP_001328362.1; NP_001328361.1	774; 774; 766	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001190778.1	NP_001190778.1; NP_001190779.1	167; 166	Pfam	; 	; 	; 	; 	; 
NP_001190780.1	NP_001190780.1; NP_001328788.1	241; 241	Pfam	; 	; 	; 	; 	; 
NP_001190787.1	NP_001190787.1; NP_001320021.1	481; 481	Pfam	; 	; 	; 	; 	; 
NP_001190790.1	NP_001190790.1; NP_001328118.1	107; 107	Pfam	; 	; 	; 	; 	; 
NP_001190797.1	NP_001190797.1; NP_001329457.1	228; 224	Pfam	PF02230; 	Phospholipase/Carboxylesterase; 	3.8E-46; 	IPR003140; 	Phospholipase/carboxylesterase/thioesterase; 
NP_001190812.1	NP_001190812.1; NP_001190813.1	208; 208	Pfam	; 	; 	; 	; 	; 
NP_001190835.1	NP_001190835.1; NP_001329606.1	108; 98	Pfam	; 	; 	; 	; 	; 
NP_001190873.1	NP_001190873.1; NP_001329898.1; NP_001329899.1	707; 707; 707	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001190878.1	NP_001190878.1; NP_001329112.1; NP_001329117.1	307; 307; 307	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001190918.1	NP_001190918.1; NP_001328963.1; NP_001328964.1; NP_001328965.1	448; 448; 448; 448	Pfam	; PF00069; ; 	; Protein kinase domain; ; 	; 2.3E-41; ; 	; IPR000719; ; 	; Protein kinase domain; ; 
NP_001190933.1	NP_001190933.1; NP_001190934.1	3804; 3809	Pfam	; 	; 	; 	; 	; 
NP_001190950.1	NP_001190950.1; NP_001328909.1	484; 484	Pfam	; 	; 	; 	; 	; 
NP_001318186.1	NP_001318186.1; NP_001323519.1; NP_001323523.1; NP_001318187.1	381; 381; 381; 386	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_001318204.1	NP_001318204.1; NP_001324181.1; NP_001324183.1	295; 305; 312	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001318235.1	NP_001318235.1; NP_001323496.1; NP_001323500.1	384; 375; 383	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001318237.1	NP_001318237.1; NP_001324068.1	404; 403	Pfam	; 	; 	; 	; 	; 
NP_001318250.1	NP_001318250.1; NP_001323677.1	390; 381	Pfam	; 	; 	; 	; 	; 
NP_001318266.1	NP_001318266.1; NP_001324040.1	328; 333	Pfam	; 	; 	; 	; 	; 
NP_001318284.1	NP_001318284.1; NP_001323569.1	615; 621	Pfam	; 	; 	; 	; 	; 
NP_001318304.1	NP_001318304.1; NP_001323945.1	268; 268	Pfam	; 	; 	; 	; 	; 
NP_001318320.1	NP_001318320.1; NP_001324339.1; NP_001324343.1; NP_001324344.1	650; 650; 651; 651	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_001318322.1	NP_001318322.1; NP_001324937.1; NP_001324938.1; NP_001324939.1; NP_001324940.1; NP_001324941.1; NP_001324942.1; NP_001324943.1; NP_001324944.1; NP_001324945.1; NP_001324946.1; NP_001324947.1; NP_001324948.1; NP_001324949.1; NP_001324950.1	366; 366; 366; 366; 366; 366; 366; 366; 366; 366; 366; 366; 366; 366; 366	Pfam	; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; 
NP_001318323.1	NP_001318323.1; NP_001318324.1	47; 47	Pfam	; 	; 	; 	; 	; 
NP_001318335.1	NP_001318335.1; NP_001324012.1	695; 695	Pfam	; 	; 	; 	; 	; 
NP_001318336.1	NP_001318336.1; NP_001324540.1	69; 69	Pfam	; 	; 	; 	; 	; 
NP_001318365.1	NP_001318365.1; NP_001318366.1	963; 963	Pfam	; 	; 	; 	; 	; 
NP_001318375.1	NP_001318375.1; NP_001325101.1	147; 147	Pfam	; 	; 	; 	; 	; 
NP_001318379.1	NP_001318379.1; NP_001323548.1; NP_001323549.1	153; 153; 153	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001318384.1	NP_001318384.1; NP_001324848.1	524; 525	Pfam	; 	; 	; 	; 	; 
NP_001318393.1	NP_001318393.1; NP_001323785.1; NP_001323784.1	322; 322; 320	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001318409.1	NP_001318409.1; NP_001325361.1	540; 546	Pfam	; 	; 	; 	; 	; 
NP_001318414.1	NP_001318414.1; NP_001325288.1; NP_001325289.1; NP_001325290.1; NP_001325291.1; NP_001325294.1; NP_001325295.1; NP_001325296.1	934; 934; 934; 934; 934; 934; 934; 934	Pfam	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 
NP_001318427.1	NP_001318427.1; NP_001324720.1	618; 622	Pfam	; 	; 	; 	; 	; 
NP_001318435.1	NP_001318435.1; NP_001323746.1	414; 414	Pfam	; 	; 	; 	; 	; 
NP_001318442.1	NP_001318442.1; NP_001324356.1	415; 412	Pfam	; 	; 	; 	; 	; 
NP_001318465.1	NP_001318465.1; NP_001331279.1	201; 197	Pfam	PF03641; 	Possible lysine decarboxylase; 	4.2E-44; 	IPR031100; 	LOG family; 
NP_001318476.1	NP_001318476.1; NP_001332504.1	1488; 1488	Pfam	PF07839; 	Plant calmodulin-binding domain; 	9.6E-31; 	IPR012417; 	Calmodulin-binding domain, plant; 
NP_001318487.1	NP_001318487.1; NP_001331576.1; NP_001331577.1; NP_001331578.1; NP_001331579.1; NP_001331580.1	210; 219; 205; 198; 198; 198	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
NP_001318497.1	NP_001318497.1; NP_001330591.1	363; 360	Pfam	; 	; 	; 	; 	; 
NP_001318507.1	NP_001318507.1; NP_001318508.1	409; 408	Pfam	; 	; 	; 	; 	; 
NP_001318527.1	NP_001318527.1; NP_001330728.1; NP_001330729.1; NP_001330730.1	96; 96; 96; 96	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_001318528.1	NP_001318528.1; NP_001331267.1; NP_001331269.1	543; 546; 546	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001318538.1	NP_001318538.1; NP_001332026.1	1107; 1107	Pfam	; 	; 	; 	; 	; 
NP_001318551.1	NP_001318551.1; NP_001332062.1; NP_001332064.1; NP_001332066.1; NP_001332067.1	681; 681; 681; 681; 681	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_001318553.1	NP_001318553.1; NP_001332113.1	45; 45	Pfam	; 	; 	; 	; 	; 
NP_001318562.1	NP_001318562.1; NP_001331686.1; NP_001331687.1; NP_001331688.1; NP_001331689.1	940; 940; 940; 940; 940	Pfam	PF13041, PF01535, PF12854, PF13812; ; ; ; 	PPR repeat family, PPR repeat, PPR repeat, Pentatricopeptide repeat domain; ; ; ; 	7.3E-18, 7.7E-4, 7.4E-6, 5.9E-9; ; ; ; 	IPR002885, IPR002885, IPR002885, IPR002885; ; ; ; 	Pentatricopeptide repeat, Pentatricopeptide repeat, Pentatricopeptide repeat, Pentatricopeptide repeat; ; ; ; 
NP_001318564.1	NP_001318564.1; NP_001332029.1; NP_001332030.1	87; 87; 87	Pfam	PF02671; ; 	Paired amphipathic helix repeat; ; 	8.1E-9; ; 	IPR003822; ; 	Paired amphipathic helix; ; 
NP_001318611.1	NP_001318611.1; NP_001318612.1	1530; 1531	Pfam	; 	; 	; 	; 	; 
NP_001318621.1	NP_001318621.1; NP_001332571.1; NP_001332573.1; NP_001332574.1; NP_001332572.1	437; 437; 437; 437; 433	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_001318626.1	NP_001318626.1; NP_001330404.1	263; 268	Pfam	; 	; 	; 	; 	; 
NP_001318681.1	NP_001318681.1; NP_001330180.1	1169; 1169	Pfam	PF00628, PF16135; 	PHD-finger, Tify domain binding domain; 	5.6E-8, 1.6E-19; 	IPR019787, IPR032308; 	Zinc finger, PHD-finger, Jas TPL-binding domain; 
NP_001318698.1	NP_001318698.1; NP_001332276.1	468; 468	Pfam	; 	; 	; 	; 	; 
NP_001318704.1	NP_001318704.1; NP_001330186.1; NP_001330187.1; NP_001330188.1; NP_001330189.1	507; 507; 507; 507; 507	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_001318716.1	NP_001318716.1; NP_001332682.1	398; 398	Pfam	; 	; 	; 	; 	; 
NP_001318728.1	NP_001318728.1; NP_001330926.1	1078; 1078	Pfam	PF00415, PF01363, PF16457, PF13713, PF08381; 	Regulator of chromosome condensation (RCC1) repeat, FYVE zinc finger, Pleckstrin homology domain, Transcription factor BRX N-terminal domain, Transcription factor regulating root and shoot growth via Pin3; 	1.5E-12, 4.5E-14, 5.5E-8, 3.7E-12, 3.7E-29; 	IPR000408, IPR000306, IPR001849, IPR027988, IPR013591; 	Regulator of chromosome condensation, RCC1, FYVE zinc finger, Pleckstrin homology domain, Transcription factor  BREVIS RADIX, N-terminal domain, Brevis radix (BRX) domain; 
NP_001318731.1	NP_001318731.1; NP_001330664.1; NP_001330665.1; NP_001330666.1; NP_001330667.1; NP_001330668.1; NP_001330669.1; NP_001330670.1	1388; 1388; 1388; 1388; 1388; 1388; 1388; 1388	Pfam	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 
NP_001318749.1	NP_001318749.1; NP_001330777.1	417; 417	Pfam	; 	; 	; 	; 	; 
NP_001318771.1	NP_001318771.1; NP_001332416.1	324; 325	Pfam	; 	; 	; 	; 	; 
NP_001318773.1	NP_001318773.1; NP_001332610.1	627; 627	Pfam	PF13541, PF13481; 	Subunit ChlI of Mg-chelatase, AAA domain; 	1.6E-8, 1.6E-17; 	-, -; 	-, -; 
NP_001318777.1	NP_001318777.1; NP_001330953.1	805; 805	Pfam	; 	; 	; 	; 	; 
NP_001318787.1	NP_001318787.1; NP_001332547.1	153; 153	Pfam	; 	; 	; 	; 	; 
NP_001318788.1	NP_001318788.1; NP_001331102.1	224; 227	Pfam	; 	; 	; 	; 	; 
NP_001318801.1	NP_001318801.1; NP_001332484.1; NP_001332485.1	714; 714; 714	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001318807.1	NP_001318807.1; NP_001330378.1; NP_001330379.1	267; 267; 267	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001318818.1	NP_001318818.1; NP_001332290.1	962; 962	Pfam	; 	; 	; 	; 	; 
NP_001318821.1	NP_001318821.1; NP_001331749.1	73; 73	Pfam	; 	; 	; 	; 	; 
NP_001318847.1	NP_001318847.1; NP_001332051.1; NP_001332052.1	166; 166; 166	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001318850.1	NP_001318850.1; NP_001330524.1	109; 109	Pfam	; 	; 	; 	; 	; 
NP_001318858.1	NP_001318858.1; NP_001332171.1	952; 953	Pfam	; 	; 	; 	; 	; 
NP_001318862.1	NP_001318862.1; NP_001332749.1	148; 148	Pfam	; 	; 	; 	; 	; 
NP_001318887.1	NP_001318887.1; NP_001331352.1; NP_001331354.1	147; 147; 147	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001318899.1	NP_001318899.1; NP_001321775.1; NP_001321777.1	245; 236; 236	Pfam	PF04161; ; 	Arv1-like family; ; 	6.7E-46; ; 	IPR007290; ; 	Arv1 protein; ; 
NP_001318904.1	NP_001318904.1; NP_001322648.1; NP_001322649.1	451; 450; 450	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001318908.1	NP_001318908.1; NP_001321307.1; NP_001321308.1	272; 272; 272	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001318914.1	NP_001318914.1; NP_001321230.1	107; 107	Pfam	PF13962; 	Domain of unknown function; 	1.5E-9; 	IPR026961; 	PGG domain; 
NP_001318916.1	NP_001318916.1; NP_001322970.1	367; 377	Pfam	; 	; 	; 	; 	; 
NP_001318921.1	NP_001318921.1; NP_001321867.1; NP_001321868.1	141; 141; 141	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001318948.1	NP_001318948.1; NP_001323132.1	54; 54	Pfam	; 	; 	; 	; 	; 
NP_001318962.1	NP_001318962.1; NP_001321821.1; NP_001321822.1; NP_001321820.1	320; 320; 320; 313	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_001318963.1	NP_001318963.1; NP_001321819.1; NP_001321823.1; NP_001321824.1; NP_001321825.1; NP_001321826.1; NP_001321814.1; NP_001321815.1; NP_001321817.1; NP_001321818.1	545; 545; 545; 545; 545; 545; 538; 538; 538; 538	Pfam	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 
NP_001318977.1	NP_001318977.1; NP_001320672.1	374; 374	Pfam	; 	; 	; 	; 	; 
NP_001318978.1	NP_001318978.1; NP_001322839.1	745; 746	Pfam	; 	; 	; 	; 	; 
NP_001318979.1	NP_001318979.1; NP_001321853.1	278; 271	Pfam	; 	; 	; 	; 	; 
NP_001318986.1	NP_001318986.1; NP_001320959.1; NP_001320960.1	842; 842; 842	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001318994.1	NP_001318994.1; NP_001320809.1; NP_001320808.1	826; 831; 818	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001319012.1	NP_001319012.1; NP_001320436.1; NP_001320437.1; NP_001320438.1	118; 118; 118; 118	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_001319016.1	NP_001319016.1; NP_001320849.1; NP_001320850.1; NP_001320852.1	211; 211; 211; 211	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_001319033.1	NP_001319033.1; NP_001322886.1	1145; 1153	Pfam	; 	; 	; 	; 	; 
NP_001319058.1	NP_001319058.1; NP_001322153.1	92; 92	Pfam	; 	; 	; 	; 	; 
NP_001319064.1	NP_001319064.1; NP_001320434.1	549; 549	Pfam	; 	; 	; 	; 	; 
NP_001319070.1	NP_001319070.1; NP_001320346.1	473; 483	Pfam	; 	; 	; 	; 	; 
NP_001319076.1	NP_001319076.1; NP_001319078.1	258; 258	Pfam	; 	; 	; 	; 	; 
NP_001319096.1	NP_001319096.1; NP_001320602.1	111; 111	Pfam	; 	; 	; 	; 	; 
NP_001319108.1	NP_001319108.1; NP_001320176.1	307; 313	Pfam	; 	; 	; 	; 	; 
NP_001319111.1	NP_001319111.1; NP_001323123.1; NP_001323124.1; NP_001323126.1	1498; 1495; 1495; 1495	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_001319127.1	NP_001319127.1; NP_001320348.1	607; 608	Pfam	; 	; 	; 	; 	; 
NP_001319167.1	NP_001319167.1; NP_001319168.1	50; 50	Pfam	; 	; 	; 	; 	; 
NP_001319172.1	NP_001319172.1; NP_001323022.1	513; 509	Pfam	; 	; 	; 	; 	; 
NP_001319173.1	NP_001319173.1; NP_001321730.1	413; 413	Pfam	; 	; 	; 	; 	; 
NP_001319189.1	NP_001319189.1; NP_001321239.1	1322; 1322	Pfam	PF00069; 	Protein kinase domain; 	5.6E-76; 	IPR000719; 	Protein kinase domain; 
NP_001319199.1	NP_001319199.1; NP_001321842.1	882; 882	Pfam	; 	; 	; 	; 	; 
NP_001319200.1	NP_001319200.1; NP_001321357.1; NP_001321358.1; NP_001321359.1; NP_001321360.1	207; 207; 207; 207; 207	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_001319208.1	NP_001319208.1; NP_001321417.1; NP_001321414.1	204; 204; 203	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001319215.1	NP_001319215.1; NP_001322822.1	60; 60	Pfam	; 	; 	; 	; 	; 
NP_001319230.1	NP_001319230.1; NP_001320305.1; NP_001319231.1	283; 289; 278	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001319244.1	NP_001319244.1; NP_001322687.1	379; 379	Pfam	; 	; 	; 	; 	; 
NP_001319266.1	NP_001319266.1; NP_001322397.1; NP_001322398.1	900; 910; 910	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001319284.1	NP_001319284.1; NP_001322986.1	814; 822	Pfam	; 	; 	; 	; 	; 
NP_001319293.1	NP_001319293.1; NP_001323265.1; NP_001323266.1; NP_001323268.1	769; 776; 778; 778	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_001319311.1	NP_001319311.1; NP_001322487.1	975; 975	Pfam	; 	; 	; 	; 	; 
NP_001319318.1	NP_001319318.1; NP_001322104.1	623; 623	Pfam	; 	; 	; 	; 	; 
NP_001319323.1	NP_001319323.1; NP_001323110.1	162; 162	Pfam	PF00917; 	MATH domain; 	2.9E-8; 	IPR002083; 	MATH/TRAF domain; 
NP_001319333.1	NP_001319333.1; NP_001320392.1	1915; 1915	Pfam	; 	; 	; 	; 	; 
NP_001319352.1	NP_001319352.1; NP_001319353.1	1086; 1088	Pfam	; 	; 	; 	; 	; 
NP_001319360.1	NP_001319360.1; NP_001323341.1; NP_001323342.1	594; 599; 609	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001319388.1	NP_001319388.1; NP_001321045.1	415; 415	Pfam	; 	; 	; 	; 	; 
NP_001319394.1	NP_001319394.1; NP_001321002.1	753; 753	Pfam	; 	; 	; 	; 	; 
NP_001319407.1	NP_001319407.1; NP_001321447.1	252; 252	Pfam	; 	; 	; 	; 	; 
NP_001319417.1	NP_001319417.1; NP_001320220.1	434; 434	Pfam	; 	; 	; 	; 	; 
NP_001319418.1	NP_001319418.1; NP_001320218.1; NP_001320221.1; NP_001320222.1	394; 394; 394; 394	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_001319450.1	NP_001319450.1; NP_001325841.1; NP_001325842.1	205; 205; 205	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001319451.1	NP_001319451.1; NP_001325666.1	478; 486	Pfam	; 	; 	; 	; 	; 
NP_001319455.1	NP_001319455.1; NP_001326669.1	228; 228	Pfam	; 	; 	; 	; 	; 
NP_001319461.1	NP_001319461.1; NP_001326903.1	306; 306	Pfam	PF05739, PF00804; 	SNARE domain, Syntaxin; 	1.5E-20, 2.0E-69; 	IPR000727, IPR006011; 	Target SNARE coiled-coil homology domain, Syntaxin, N-terminal domain; 
NP_001319463.1	NP_001319463.1; NP_001327493.1	208; 208	Pfam	; PF01583	; Adenylylsulphate kinase	; 6.6E-72	; -	; -
NP_001319478.1	NP_001319478.1; NP_001319479.1	439; 440	Pfam	; 	; 	; 	; 	; 
NP_001319512.1	NP_001319512.1; NP_001327098.1	801; 798	Pfam	; 	; 	; 	; 	; 
NP_001319516.1	NP_001319516.1; NP_001327896.1	730; 740	Pfam	; 	; 	; 	; 	; 
NP_001319517.1	NP_001319517.1; NP_001325950.1	959; 969	Pfam	; PF00307, PF00225	; Calponin homology (CH) domain, Kinesin motor domain	; 7.8E-17, 3.5E-105	; IPR001715, IPR001752	; Calponin homology domain, Kinesin motor domain
NP_001319543.1	NP_001319543.1; NP_001325427.1	172; 175	Pfam	; 	; 	; 	; 	; 
NP_001319570.1	NP_001319570.1; NP_001327214.1; NP_001327215.1	138; 138; 138	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001319588.1	NP_001319588.1; NP_001325851.1	449; 449	Pfam	; 	; 	; 	; 	; 
NP_001319608.1	NP_001319608.1; NP_001325832.1; NP_001325833.1	1132; 1128; 1128	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001319619.1	NP_001319619.1; NP_001327657.1	111; 109	Pfam	PF14368; 	Probable lipid transfer; 	5.2E-10; 	IPR016140; 	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain; 
NP_001319638.1	NP_001319638.1; NP_001327172.1; NP_001327175.1; NP_001327174.1; NP_001327173.1	100; 100; 100; 109; 94	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_001319642.1	NP_001319642.1; NP_001326498.1	1081; 1081	Pfam	; 	; 	; 	; 	; 
NP_001319645.1	NP_001319645.1; NP_001327498.1	344; 344	Pfam	; 	; 	; 	; 	; 
NP_001319657.1	NP_001319657.1; NP_001325448.1; NP_001325449.1; NP_001325450.1; NP_001325451.1	317; 321; 321; 321; 321	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_001319659.1	NP_001319659.1; NP_001325898.1; NP_001325899.1	187; 187; 187	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001319667.1	NP_001319667.1; NP_001326985.1	31; 31	Pfam	; 	; 	; 	; 	; 
NP_001319674.1	NP_001319674.1; NP_001327865.1	195; 195	Pfam	; 	; 	; 	; 	; 
NP_001319680.1	NP_001319680.1; NP_001325848.1	224; 224	Pfam	; 	; 	; 	; 	; 
NP_001319682.1	NP_001319682.1; NP_001327210.1	312; 312	Pfam	; 	; 	; 	; 	; 
NP_001319686.1	NP_001319686.1; NP_001327667.1; NP_001327664.1	269; 270; 274	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001319701.1	NP_001319701.1; NP_001326350.1; NP_001326352.1; NP_001326353.1	353; 353; 354; 354	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_001319704.1	NP_001319704.1; NP_001326003.1	896; 906	Pfam	; 	; 	; 	; 	; 
NP_001319719.1	NP_001319719.1; NP_001327302.1	515; 515	Pfam	PF03000, PF00651; 	NPH3 family, BTB/POZ domain; 	1.1E-74, 5.3E-6; 	IPR027356, IPR000210; 	NPH3 domain, BTB/POZ domain; 
NP_001319735.1	NP_001319735.1; NP_001326325.1	318; 318	Pfam	; 	; 	; 	; 	; 
NP_001319755.1	NP_001319755.1; NP_001326116.1; NP_001326117.1	2130; 2130; 2130	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001319760.1	NP_001319760.1; NP_001319761.1	139; 135	Pfam	; 	; 	; 	; 	; 
NP_001319763.1	NP_001319763.1; NP_001326016.1	461; 470	Pfam	; 	; 	; 	; 	; 
NP_001319788.1	NP_001319788.1; NP_001325475.1	1181; 1182	Pfam	; 	; 	; 	; 	; 
NP_001319798.1	NP_001319798.1; NP_001325941.1; NP_001325942.1	345; 345; 345	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001319803.1	NP_001319803.1; NP_001325888.1; NP_001325889.1; NP_001325890.1; NP_001325891.1; NP_001325892.1	46; 46; 46; 46; 46; 46	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
NP_001319804.1	NP_001319804.1; NP_001327463.1	687; 687	Pfam	; 	; 	; 	; 	; 
NP_001319819.1	NP_001319819.1; NP_001327419.1	77; 69	Pfam	; 	; 	; 	; 	; 
NP_001319823.1	NP_001319823.1; NP_001326601.1; NP_001326602.1	1403; 1403; 1403	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001319832.1	NP_001319832.1; NP_001329123.1; NP_001329124.1	2235; 2235; 2235	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001319833.1	NP_001319833.1; NP_001328328.1	393; 393	Pfam	; 	; 	; 	; 	; 
NP_001319845.1	NP_001319845.1; NP_001328195.1	276; 272	Pfam	; 	; 	; 	; 	; 
NP_001319854.1	NP_001319854.1; NP_001319855.1	411; 411	Pfam	; 	; 	; 	; 	; 
NP_001319856.1	NP_001319856.1; NP_001329412.1; NP_001329413.1	888; 888; 897	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001319863.1	NP_001319863.1; NP_001329424.1	600; 595	Pfam	; 	; 	; 	; 	; 
NP_001319866.1	NP_001319866.1; NP_001329212.1	498; 500	Pfam	; 	; 	; 	; 	; 
NP_001319868.1	NP_001319868.1; NP_001328081.1; NP_001328082.1; NP_001328083.1; NP_001328084.1; NP_001328085.1	520; 520; 520; 520; 520; 520	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
NP_001319869.1	NP_001319869.1; NP_001328170.1	478; 475	Pfam	; 	; 	; 	; 	; 
NP_001319880.1	NP_001319880.1; NP_001329012.1; NP_001329013.1; NP_001329014.1; NP_001329015.1	224; 224; 224; 224; 224	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_001319885.1	NP_001319885.1; NP_001329838.1	800; 799	Pfam	; 	; 	; 	; 	; 
NP_001319898.1	NP_001319898.1; NP_001329515.1	1183; 1178	Pfam	; 	; 	; 	; 	; 
NP_001319905.1	NP_001319905.1; NP_001329077.1	1130; 1135	Pfam	; 	; 	; 	; 	; 
NP_001319910.1	NP_001319910.1; NP_001329846.1; NP_001329095.1	96; 96; 105	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001319917.1	NP_001319917.1; NP_001329818.1	138; 141	Pfam	; 	; 	; 	; 	; 
NP_001319927.1	NP_001319927.1; NP_001328197.1	464; 464	Pfam	PF00646; 	F-box domain; 	2.4E-6; 	IPR001810; 	F-box domain; 
NP_001319941.1	NP_001319941.1; NP_001328523.1; NP_001328522.1	1484; 1476; 1481	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001319947.1	NP_001319947.1; NP_001329276.1	233; 227	Pfam	; 	; 	; 	; 	; 
NP_001319960.1	NP_001319960.1; NP_001329293.1	117; 117	Pfam	; 	; 	; 	; 	; 
