ko_id	category1	category2	function	Arabidopsis_thaliana.batch_run_hsds_id	Arabidopsis_thaliana.batch_run_hsds_genes	Arabidopsis_thaliana.batch_run_hsds_num	Chlamydomonas_reinhardtii.batch_run_hsds_id	Chlamydomonas_reinhardtii.batch_run_hsds_genes	Chlamydomonas_reinhardtii.batch_run_hsds_num
K09510	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	NAJB4; naJ homolog subfamily B member 4	NP_187824.1, NP_179645.1, NP_197935.1	NP_187824.1; NP_196308.1; NP_001325582.1; NP_001078458.1; NP_001119148.1; NP_001031380.1; NP_179645.1, NP_179645.1; NP_001031380.1; NP_001078458.1; NP_001119148.1; NP_179645.1; NP_001031380.1; NP_001078458.1; NP_179646.1; NP_194577.1, NP_197935.1; NP_001332583.1	3			
K09519	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	NAJB13; naJ homolog subfamily B member 13	NP_172571.1	NP_172571.1; NP_175080.2	1			
K09522	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	NAJC2; naJ homolog subfamily C member 2	NP_196229.1	NP_196229.1; NP_001190234.1	1			
K09527	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	NAJC7; naJ homolog subfamily C member 7	NP_850351.1	NP_850351.1; NP_973659.1; NP_001324857.1	1			
K09529	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	NAJC9; naJ homolog subfamily C member 9	NP_187824.1	NP_187824.1; NP_196308.1; NP_001325582.1; NP_001078458.1; NP_001119148.1; NP_001031380.1; NP_179645.1	1			
K09534	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	NAJC14; naJ homolog subfamily C member 14	NP_199769.1	NP_199769.1; NP_001318769.1	1			
K09537	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	NAJC17; naJ homolog subfamily C member 17	NP_197749.2	NP_197749.2; NP_001031930.1	1			
K09539	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	NAJC19; naJ homolog subfamily C member 19	NP_195923.1	NP_195923.1; NP_001331589.1; NP_566352.1; NP_565824.1	1			
K03686	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	dnaJ; molecular chaperone naJ	NP_187509.1, NP_565533.1	NP_187509.1; NP_001319504.1; NP_001321726.1; NP_565227.1; NP_849910.1; NP_849911.1, NP_565533.1; NP_001329618.1; NP_568076.1	2	XP_001692388.1, XP_001690840.1, XP_001701835.1	XP_001692388.1; XP_042922899.1, XP_001690840.1; XP_042918177.1, XP_001701835.1; XP_042926771.1	3
K03687	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	GRPE; molecular chaperone GrpE	NP_200331.1, NP_568356.1, NP_564475.1	NP_200331.1; NP_567757.1, NP_568356.1; NP_001318588.1; NP_850840.1, NP_564475.1; NP_849751.1	3	XP_001692412.1	XP_001692412.1; XP_001692413.1	1
K04078	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	groES, HSPE1; chaperonin GroES	NP_191580.1, NP_197572.1, NP_563961.1	NP_191580.1; NP_566022.1, NP_197572.1; NP_001318614.1; NP_001331898.1; NP_851045.1, NP_563961.1; NP_001322728.1	3			
K09548	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	PFN1; prefoldin subunit 1	NP_178744.3	NP_178744.3; NP_850990.1	1			
K09549	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	PFN2; prefoldin subunit 2	NP_188887.1	NP_188887.1; NP_850626.1	1			
K09560	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	ST13; suppressor of tumorigenicity protein 13	NP_188415.2	NP_188415.2; NP_001078175.1	1			
K21804	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	METTL21A; protein N-lysine methyltransferase METTL21A 	NP_177475.3	NP_177475.3; NP_001031274.1	1			
K23151	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	METTL23; methyltransferase-like protein 23 	NP_974085.1	NP_974085.1; NP_001323246.1	1			
K03768	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	PPIB, ppiB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) 	NP_198360.3, NP_191762.1, NP_565079.1	NP_198360.3; NP_001330066.1; NP_001078636.1, NP_191762.1; NP_001190159.1; NP_001190299.1; NP_196816.1; NP_191762.1; NP_001154684.1; NP_001190159.1, NP_565079.1; NP_001321038.1	3	XP_042919139.1, XP_001693941.2, XP_001700546.1	XP_042919139.1; XP_042919146.1, XP_001693941.2; XP_042919140.1, XP_001700546.1; XP_042917998.1	3
K09569	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	FKBP2; FK506-binding protein 2 	NP_199669.1	NP_199669.1; NP_566762.1	1	XP_001697315.1	XP_001697315.1; XP_001697373.1	1
K03676	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	grxC, GLRX, GLRX2; glutaredoxin 3	NP_172168.1, NP_179617.1, NP_186849.1, NP_193301.1, NP_177861.1	NP_172168.1; NP_180612.1; NP_182309.1; NP_191855.1, NP_179617.1; NP_001189560.1; NP_194602.2; NP_198853.1; NP_001119339.1; NP_001328515.1; NP_568962.1, NP_186849.1; NP_196911.1, NP_193301.1; NP_193302.1; NP_193305.1; NP_193303.1; NP_193304.1, NP_177861.1; NP_001321328.1; NP_197550.1	5	XP_001694001.1	XP_001694001.1; XP_001702999.2	1
K22519	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	PTAC5; protein disulfide-isomerase 	NP_193103.2	NP_193103.2; NP_001328391.1; NP_001328389.1; NP_001328390.1	1			
K08518	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	STXBP5, SRO7_77; syntaxin-binding protein 5	NP_196176.1	NP_196176.1; NP_001190229.1	1			
K24155	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	MXL; mX-like protein	NP_182179.3	NP_182179.3; NP_001323787.1	1			
K19983	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	EXOC1, SEC3; exocyst complex component 1	NP_175186.2	NP_175186.2; NP_001185163.1; NP_175187.3	1			
K06110	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	EXOC3, SEC6; exocyst complex component 3	NP_565026.1	NP_565026.1; NP_001185374.1	1			
K19985	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	EXOC6, SEC15; exocyst complex component 6	NP_567229.2	NP_567229.2; NP_001319844.1	1	XP_042922482.1	XP_042922482.1; XP_042922483.1	1
K19986	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	EXOC8, SEC84; exocyst complex component 8	NP_199794.1	NP_199794.1; NP_001154772.1; NP_001154771.1; NP_563869.1	1			
K19995	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	SCAMP; secretory carrier-associated membrane protein	NP_172584.1	NP_172584.1; NP_001320599.1; NP_001318980.1; NP_176320.1; NP_001185278.1; NP_179680.1; NP_563686.1; NP_001320327.1; NP_001320326.1; NP_001323533.1; NP_001323534.1; NP_001320328.1; NP_001320329.1; NP_001320325.1; NP_001320324.1	1			
K08494	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	NSPN; novel plant SNARE	NP_175258.2	NP_175258.2; NP_566578.1; NP_001323414.1; NP_001030716.1	1			
K08511	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	ATVAMP72; vesicle-associated membrane protein 72	NP_193313.6, NP_190998.1, NP_001154645.2, NP_001189664.1, NP_171968.1, NP_189133.4, NP_171967.1, NP_001319637.1	NP_193313.6; NP_001323822.1, NP_190998.1; NP_001078283.1; NP_001326058.1, NP_001154645.2; NP_001319640.1; NP_001327575.1; NP_001327574.1; NP_001327576.1; NP_001327577.1, NP_001189664.1; NP_001318921.1; NP_001321867.1; NP_001321868.1; NP_001189966.1, NP_171968.1; NP_001323352.1, NP_189133.4; NP_001326704.1; NP_001326705.1; NP_001326706.1; NP_189133.4; NP_001326704.1; NP_001326705.1; NP_001326706.1; NP_001189966.1, NP_171967.1; NP_180871.1; NP_001031469.1, NP_001319637.1; NP_001319638.1; NP_001327172.1; NP_001327175.1; NP_001327174.1; NP_001327173.1; NP_001327176.1	8	XP_001692216.1	XP_001692216.1; XP_042925318.1; XP_001692324.1; XP_001692312.1	1
K20028	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	ZHHC2_15_20; palmitoyltransferase ZHHC2/15/20 	NP_567193.2	NP_567193.2; NP_001329082.1	1			
K20003	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	ZHHC4, SWF1; palmitoyltransferase ZHHC4 	NP_187148.2	NP_187148.2; NP_974224.1; NP_001326366.1	1			
K21198	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	NAPG, SNAPG; gamma-soluble NSF attachment protein	NP_567600.1	NP_567600.1; NP_001328932.1	1			
K20043	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	SNAP91, AP180, CALM; clathrin coat assembly protein AP180	NP_198370.1	NP_198370.1; NP_001330406.1	1			
K20044	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	PICALM; phosphatidylinositol-binding clathrin assembly protein	NP_172944.1	NP_172944.1; NP_001321427.1; NP_200530.1; NP_194324.2; NP_565267.1	1			
K20052	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	LRP8, APOER2; low-density lipoprotein receptor-related protein 8	NP_001031227.2	NP_001031227.2; NP_001031258.1; NP_001031257.1; NP_001031259.1	1			
K21437	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	ANKR13; ankyrin repeat domain-containing protein 13	NP_172639.2	NP_172639.2; NP_564790.3	1			
K20131	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	RABGEF1; Rab5 GP/GTP exchange factor	NP_196494.2	NP_196494.2; NP_566645.1; NP_001030728.1	1			
K20027	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	ZHHC1_11; palmitoyltransferase ZHHC1/11 	NP_177101.2, NP_188857.1	NP_177101.2; NP_974114.1, NP_188857.1; NP_001328372.1; NP_193244.2	2			
K23538	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	ELMO; ELMO domain-containing protein	NP_566211.1, NP_189926.1, NP_171859.1	NP_566211.1; NP_001326123.1; NP_001326124.1; NP_001326125.1; NP_001321012.1, NP_189926.1; NP_001030900.1; NP_001078320.1; NP_567097.1; NP_850727.1; NP_566027.1, NP_171859.1; NP_001321015.1; NP_001321016.1; NP_001321017.1; NP_001321019.1; NP_001321020.1; NP_001321021.1; NP_001321022.1; NP_001321023.1; NP_171859.1; NP_001321015.1; NP_001321016.1; NP_001321017.1; NP_001321019.1; NP_001321020.1; NP_001321021.1; NP_001321022.1; NP_001321023.1; NP_001321012.1; NP_001321013.1; NP_001321014.1; NP_001321018.1	3			
K21842	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	EFR3; protein EFR3	NP_198037.3, NP_563755.1	NP_198037.3; NP_001031947.2; NP_001031948.2; NP_001190405.1, NP_563755.1; NP_001322541.1; NP_001322542.1; NP_001154308.1	2			
K21843	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	TTC7; tetratricopeptide repeat protein 7	NP_850382.1, NP_194589.2, NP_564285.1	NP_850382.1; NP_001324372.1, NP_194589.2; NP_001329155.1; NP_001329156.1, NP_564285.1; NP_001321148.1	3			
K11982	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	RNF115_126; E3 ubiquitin-protein ligase RNF115/126 	NP_187951.1, NP_001326918.1, NP_194370.2, NP_181961.1, NP_188629.1, NP_564693.1	NP_187951.1; NP_001030687.1; NP_001189879.1; NP_001326174.1, NP_001326918.1; NP_001326919.1, NP_194370.2; NP_849554.1, NP_181961.1; NP_974274.1, NP_188629.1; NP_001324188.1; NP_565942.1; NP_973651.1; NP_973652.1; NP_001030874.1; NP_567039.1; NP_974448.1; NP_188629.1; NP_001326918.1; NP_001326919.1, NP_564693.1; NP_001321432.1; NP_564693.1; NP_001321432.1; NP_001321433.1	6			
K18469	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	TBC15; TBC1 domain family member 5	NP_200531.1	NP_200531.1; NP_567836.2; NP_001329144.1; NP_001324927.1; NP_179514.1	1			
K07955	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	ARL8; AP-ribosylation factor-like protein 8	NP_190555.2	NP_190555.2; NP_190556.2; NP_001327086.1; NP_569051.1; NP_568553.1; NP_001331082.1	1			
K20185	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	BLOC1S1; biogenesis of lysosome-related organelles complex 1 subunit 1	NP_180592.1	NP_180592.1; NP_001324753.1	1			
K20818	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	KX1, BORCS4; KxL motif-containing protein 1	NP_189557.2	NP_189557.2; NP_001326298.1; NP_001326299.1; NP_001189998.1; NP_001326297.1; NP_001326300.1	1			
K00670	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	NAA30, MAK3; N-alpha-acetyltransferase 30 	NP_181348.1	NP_181348.1; NP_973629.1	1			
K23343	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	CCC22; coiled-coil domain-containing protein 22	NP_175979.2	NP_175979.2; NP_001185244.1; NP_001322454.1	1			
K24260	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	WR11; W repeat-containing protein 11	NP_189790.2	NP_189790.2; NP_001154659.1; NP_001190004.1; NP_001326679.1; NP_850083.1; NP_001326680.1	1			
K20241	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	WR44, RAB11BP; W repeat-containing protein 44	NP_181303.1, NP_175318.1	NP_181303.1; NP_001323654.1; NP_195863.1, NP_175318.1; NP_001319178.1; NP_001321006.1	2	XP_042923716.1	XP_042923716.1; XP_042923717.1	1
K20242	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	EVI5; ecotropic viral integration site 5 protein	NP_566172.1	NP_566172.1; NP_001325591.1	1			
K20296	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	ANG2, VPS51; vacuolar protein sorting-associated protein 51	NP_192112.2	NP_192112.2; NP_001190654.1	1			
K20298	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	VPS52; vacuolar protein sorting-associated protein 52	NP_565015.1	NP_565015.1; NP_001320711.1; NP_001319363.1	1			
K20299	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	VPS53; vacuolar protein sorting-associated protein 53	NP_175510.2, NP_564573.3	NP_175510.2; NP_001323304.1; NP_001323305.1, NP_564573.3; NP_001322424.1; NP_001185188.1; NP_001322422.1	2			
K23288	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	VPS50; syndetin	NP_180357.2	NP_180357.2; NP_001031433.1	1			
K23289	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	EIPR1, TSSC1; EARP and GARP complex-interacting protein 1	NP_173478.2	NP_173478.2; NP_177753.1	1			
K07893	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	RAB6A; Ras-related protein Rab-6A	NP_201304.1	NP_201304.1; NP_001190616.1	1			
K20286	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	TMF1; TATA element modulatory factor	NP_178101.3	NP_178101.3; NP_001117622.1; NP_001185442.1; NP_001321438.1; NP_001185441.1	1			
K19525	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	VPS13A_C; vacuolar protein sorting-associated protein 13A/C	NP_193447.5, NP_175242.7	NP_193447.5; NP_001154245.1; NP_001190747.1, NP_175242.7; NP_001320409.1; NP_001320405.1; NP_001320407.1; NP_001320406.1; NP_001320408.1	2			
K07942	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	ARL1; AP-ribosylation factor-like protein 1	NP_850057.1	NP_850057.1; NP_001077955.1	1			
K07952	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	ARFRP1; AP-ribosylation factor related protein 1	NP_200034.1	NP_200034.1; NP_851175.1	1			
K20288	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	COG1; conserved oligomeric Golgi complex subunit 1	NP_197134.1	NP_197134.1; NP_974788.1; NP_001190320.1; NP_001031890.1	1			
K20290	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	COG3, SEC34; conserved oligomeric Golgi complex subunit 3	NP_177485.2	NP_177485.2; NP_001117595.1	1			
K20295	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	COG8; conserved oligomeric Golgi complex subunit 8	NP_568256.1	NP_568256.1; NP_001330277.1	1			
K20300	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	TRAPPC1, BET5; trafficking protein particle complex subunit 1	NP_175528.1	NP_175528.1; NP_001031168.1; NP_001322509.1	1			
K20301	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	TRAPPC2, TRS20; trafficking protein particle complex subunit 2	NP_178165.2	NP_178165.2; NP_001320643.1	1			
K20302	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	TRAPPC3, BET3; trafficking protein particle complex subunit 3	NP_200286.1	NP_200286.1; NP_001190539.1	1			
K20305	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	TRAPPC8, TRS85; trafficking protein particle complex subunit 8	NP_197132.2	NP_197132.2; NP_001318572.1	1			
K20307	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	TRAPPC10, TRS130; trafficking protein particle complex subunit 10	NP_200255.5	NP_200255.5; NP_001331320.1	1			
K20309	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	TRAPPC12; trafficking protein particle complex subunit 12	NP_195692.2	NP_195692.2; NP_001329425.1	1			
K20318	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	SYS1; protein SYS1	NP_001117624.4	NP_001117624.4; NP_001154479.1; NP_001322123.1	1			
K23541	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	TMEM165, GT1; Ca2+/H+ antiporter, TMEM165/GT1 family	NP_568535.1	NP_568535.1; NP_851098.1	1			
K23543	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	CCC115; coiled-coil domain-containing protein 115	NP_173500.1	NP_173500.1; NP_001321937.1	1			
K23544	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	SERINC1_3; serine incorporator 1/3	NP_173069.1, NP_189089.3	NP_173069.1; NP_001185008.1, NP_189089.3; NP_001319630.1; NP_567403.1; NP_001328591.1; NP_849373.1; NP_001328593.1; NP_001328592.1; NP_850202.4; NP_001328590.1; NP_001328594.1; NP_001324781.1; NP_001324785.1; NP_001324782.1; NP_001324786.1; NP_001324780.1; NP_001324783.1; NP_001324784.1; NP_001324787.1	2	XP_001703677.1	XP_001703677.1; XP_042923260.1	1
K20353	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	SEC16; COPII coat assembly protein SEC16	NP_199560.1	NP_199560.1; NP_001318753.1	1			
K20347	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	TME2, EMP24; p24 family protein beta-1	NP_188924.3	NP_188924.3; NP_001327224.1	1			
K20359	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	RABAC1, PRAF1; PRA1 family protein 1	NP_181569.1, NP_001031750.1, NP_181370.1, NP_196157.2	NP_181569.1; NP_001190100.1; NP_001319766.1; NP_001327380.1; NP_191170.1; NP_001318484.1; NP_196157.2; NP_001330012.1; NP_001330011.1, NP_001031750.1; NP_001329495.1, NP_181370.1; NP_195784.1, NP_196157.2; NP_001330012.1; NP_001330011.1	4			
K20362	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	YIF1; protein transport protein YIF1	NP_191509.2	NP_191509.2; NP_001326775.1; NP_001077633.1; NP_564367.1	1			
K22939	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	IER3IP1, YOS1; immediate early response 3-interacting protein 1	NP_565877.1	NP_565877.1; NP_001318371.1; NP_001078282.1; NP_001154675.1; NP_001327448.1	1			
K20367	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	ERGIC3, ERV46; endoplasmic reticulum-Golgi intermediate compartment protein 3	NP_564162.1, NP_188868.2	NP_564162.1; NP_001031077.1; NP_001154394.1, NP_188868.2; NP_001325981.1	2	XP_042917514.1	XP_042917514.1; XP_042917515.1	1
K20368	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	CNIH, ERV14; protein cornichon	NP_172701.2	NP_172701.2; NP_176476.1; NP_563903.2; NP_192946.2	1			
K05236	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	COPA, RET1; coatomer subunit alpha	NP_176393.1	NP_176393.1; NP_179734.1	1			
K17301	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	COPB1, SEC26; coatomer subunit beta	NP_194876.2, NP_001328340.1	NP_194876.2; NP_001190880.1; NP_001320104.1; NP_001328337.1; NP_001328338.1; NP_001328339.1; NP_001328342.1; NP_001329405.1; NP_001329406.1; NP_194877.2, NP_001328340.1; NP_001328341.1	2			
K17302	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	COPB2, SEC27; coatomer subunit beta'	NP_175645.1	NP_175645.1; NP_001322821.1; NP_001185203.1; NP_001322820.1; NP_001319563.1; NP_001327848.1; NP_188219.2; NP_850593.1; NP_001327847.1; NP_001154478.1; NP_850592.1; NP_001154480.1; NP_001189908.1	1			
K20471	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	COP, ARCN1, RET2; coatomer subunit delta	NP_568147.1	NP_568147.1; NP_001031836.1	1			
K17268	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	COPE; coatomer subunit epsilon	NP_181030.1	NP_181030.1; NP_001118443.1	1			
K20472	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	COPZ, RET3; coatomer subunit zeta	NP_564767.1	NP_564767.1; NP_001327154.1; NP_001327155.1; NP_566358.3; NP_567337.1; NP_001327153.1; NP_001327156.1	1	XP_001701294.1	XP_001701294.1; XP_042922039.1	1
K20473	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	NBAS; neuroblastoma-amplified sequence	NP_197823.1	NP_197823.1; NP_001318636.1; NP_001190380.1	1			
K01551	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	arsA, ASNA1, GET3; arsenite/tail-anchored protein-transporting ATPase 	NP_563640.1, NP_187646.2	NP_563640.1; NP_001077445.1; NP_849575.1; NP_001030932.1; NP_001117212.1, NP_187646.2; NP_001189855.1; NP_200881.2	2	XP_042914113.1	XP_042914113.1; XP_042924948.1	1
K23387	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	GET4; golgi to ER traffic protein 4	NP_201127.2	NP_201127.2; NP_001332494.1	1			
K20476	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	RIC1; RAB6A-GEF complex partner protein 1	NP_568507.3	NP_568507.3; NP_001326817.1; NP_974846.2; NP_001319814.1	1			
K20477	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	RGP1; RAB6A-GEF complex partner protein 2	NP_175432.2	NP_175432.2; NP_001322050.1	1			
K20456	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	OSBP; oxysterol-binding protein 1	NP_192558.2, NP_172776.1, NP_567662.1, NP_192983.2, NP_180660.1	NP_192558.2; NP_001319881.1; NP_849343.2; NP_974518.1, NP_172776.1; NP_001184980.1, NP_567662.1; NP_001328217.1, NP_192983.2; NP_001327962.1; NP_001327968.1; NP_192983.2; NP_001327962.1; NP_001327968.1; NP_192983.2; NP_001327962.1; NP_001327968.1; NP_192983.2; NP_001327962.1; NP_001327968.1; NP_001327966.1; NP_001327967.1; NP_001327963.1; NP_001327964.1; NP_001327965.1, NP_180660.1; NP_001031698.1; NP_001190800.1; NP_001328218.1; NP_974592.1; NP_001327963.1; NP_001327964.1; NP_001327965.1	5			
K22285	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	OSBPL8, ORP8; oxysterol-binding protein-related protein 8	NP_194316.2	NP_194316.2; NP_001329919.1; NP_567732.1; NP_001032088.1; NP_001329985.1; NP_200534.1; NP_001329984.1; NP_001329986.1	1			
K22940	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	YIPF1_2; protein YIPF1/2	NP_187179.2, NP_850322.1	NP_187179.2; NP_198101.2, NP_850322.1; NP_001078024.1	2			
K20363	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	YIPF5_7, YIP1; protein YIPF5/7	NP_190844.1	NP_190844.1; NP_565842.1	1			
K22943	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	YIPF6; protein YIPF6	NP_567843.1	NP_567843.1; NP_001320089.1; NP_001328958.1	1			
K23563	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	EMC2, TTC35; ER membrane protein complex subunit 2	NP_198174.2	NP_198174.2; NP_850995.1; NP_566239.2	1			
K23565	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	EMC4, TMEM85; ER membrane protein complex subunit 4	NP_568238.1	NP_568238.1; NP_001078568.1	1			
K23566	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	MMGT1, EMG5; membrane magnesium transporter 1	NP_568115.1	NP_568115.1; NP_001318466.1	1			
K23567	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	EMC6, TMEM93; ER membrane protein complex subunit 6	NP_568710.1	NP_568710.1; NP_001331350.1	1			
K23568	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	EMC7; ER membrane protein complex subunit 7	NP_180103.2	NP_180103.2; NP_194940.2	1			
K23570	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	EMC10; ER membrane protein complex subunit 10	NP_564847.1	NP_564847.1; NP_849845.1; NP_974093.1	1			
K23553	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	PGAP3, PER1; post-GPI attachment to proteins factor 3	NP_173104.1	NP_173104.1; NP_001319020.1; NP_001323039.1; NP_001323040.1; NP_001323041.1; NP_001323042.1; NP_973842.1; NP_973843.1; NP_001031058.1; NP_568951.1; NP_001190592.1; NP_001330742.1; NP_001330741.1	1			
K23362	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	MPPE1, PGAP5; ethanolamine phosphate phosphodiesterase 	NP_175775.2	NP_175775.2; NP_001077715.1	1			
K20393	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	ARL6IP5, PRAF3; PRA1 family protein 3	NP_850778.1, NP_195824.1	NP_850778.1; NP_974282.1, NP_195824.1; NP_850753.1	2			
K20724	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	TMEM33; transmembrane protein 33	NP_566171.1	NP_566171.1; NP_001327933.1	1			
