NP_027421.1	NP_027421.1; NP_001077869.1; NP_001318180.1; NP_001324640.1	486; 486; 486; 486	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_192444.1	NP_192444.1; NP_192958.1; NP_192959.1	206; 203; 163	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_192451.1	NP_192451.1; NP_193842.1	1088; 1088	Pfam	; PF10433, PF03178	; Mono-functional DNA-alkylating methyl methanesulfonate N-term, CPSF A subunit region	; 5.8E-113, 7.1E-76	; IPR018846, IPR004871	; Cleavage/polyadenylation specificity factor, A subunit, N-terminal, Cleavage/polyadenylation specificity factor, A subunit, C-terminal
NP_192452.2	NP_192452.2; NP_001328076.1; NP_001328075.1	143; 168; 127	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_192536.1	NP_192536.1; NP_001328773.1	699; 699	Pfam	; PF13632	; Glycosyl transferase family group 2	; 3.9E-21	; IPR001173	; Glycosyltransferase 2-like
NP_192558.2	NP_192558.2; NP_001319881.1; NP_849343.2; NP_974518.1	814; 814; 813; 813	Pfam	; PF01237, PF15413; ; 	; Oxysterol-binding protein, Pleckstrin homology domain; ; 	; 2.3E-122, 8.0E-21; ; 	; IPR000648, -; ; 	; Oxysterol-binding protein, -; ; 
NP_192559.1	NP_192559.1; NP_001330077.1	127; 166	Pfam	; 	; 	; 	; 	; 
NP_192579.1	NP_192579.1; NP_001319883.1; NP_974520.1; NP_001078356.2	372; 372; 372; 371	Pfam	; PF00141; ; 	; Peroxidase; ; 	; 5.2E-45; ; 	; IPR002016; ; 	; Haem peroxidase; ; 
NP_192581.1	NP_192581.1; NP_001328343.1	108; 108	Pfam	PF04554; 	Extensin-like region; 	7.8E-6; 	IPR006706; 	Extensin domain; 
NP_192587.1	NP_192587.1; NP_001329232.1; NP_001329233.1	560; 482; 478	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_192598.1	NP_192598.1; NP_001328706.1; NP_197292.1	435; 435; 435	Pfam	; ; PF06991	; ; Microfibril-associated/Pre-mRNA processing	; ; 2.2E-74	; ; IPR009730	; ; Micro-fibrillar-associated protein 1, C-terminal
NP_192599.2	NP_192599.2; NP_001078357.1	465; 464	Pfam	PF02182, PF13920; 	SAD/SRA domain, Zinc finger, C3HC4 type (RING finger); 	1.3E-45, 4.0E-7; 	IPR003105, -; 	SRA-YDG, -; 
NP_192638.1	NP_192638.1; NP_001319931.1; NP_193150.1	1512; 1519; 1519	Pfam	PF00145, PF01426, PF12047; ; 	C-5 cytosine-specific DNA methylase, BAH domain, Cytosine specific DNA methyltransferase replication foci domain; ; 	6.5E-44, 3.4E-26, 1.6E-45; ; 	IPR001525, IPR001025, IPR022702; ; 	C-5 cytosine methyltransferase, Bromo adjacent homology (BAH) domain, DNA (cytosine-5)-methyltransferase 1, replication foci domain; ; 
NP_192688.2	NP_192688.2; NP_001326983.1; NP_192688.2; NP_974524.1	417; 422; 417; 442	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_192702.2	NP_192702.2; NP_564447.1; NP_001321559.1; NP_565027.1	386; 368; 347; 343	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_192706.5	NP_192706.5; NP_001329551.1	1274; 1272	Pfam	PF15491; 	CST, telomere maintenance, complex subunit CTC1; 	1.2E-121; 	IPR028262; 	CST complex subunit CTC1, plant; 
NP_192710.1	NP_192710.1; NP_001190694.1; NP_001154217.1	206; 211; 217	Pfam	; ; PF00071	; ; Ras family	; ; 1.2E-51	; ; IPR001806	; ; Small GTPase
NP_192714.1	NP_192714.1; NP_849350.1	346; 346	Pfam	PF01633; 	Choline/ethanolamine kinase; 	1.4E-66; 	-; 	-; 
NP_192719.1	NP_192719.1; NP_001321551.1; NP_001321552.1; NP_564433.1	335; 335; 335; 335	Pfam	; ; PF03151; 	; ; Triose-phosphate Transporter family; 	; ; 1.7E-14; 	; ; IPR004853; 	; ; Sugar phosphate transporter domain; 
NP_192732.1	NP_192732.1; NP_001329661.1; NP_192733.1; NP_001328663.1	394; 437; 336; 273	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_192739.2	NP_192739.2; NP_974124.1; NP_001332298.1; NP_001322117.1; NP_001330109.1; NP_001329229.1; NP_192739.2; NP_974124.1; NP_001322117.1; NP_001322118.1	469; 463; 494; 434; 510; 560; 469; 463; 434; 361	Pfam	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 
NP_192750.2	NP_192750.2; NP_001031609.1; NP_001329003.1	1050; 1050; 1050	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_192773.1	NP_192773.1; NP_001329933.1	341; 294	Pfam	; 	; 	; 	; 	; 
NP_192786.1	NP_192786.1; NP_001078369.1	212; 211	Pfam	; 	; 	; 	; 	; 
NP_192795.3	NP_192795.3; NP_001328408.1; NP_001328409.1; NP_567363.1; NP_849356.1	923; 910; 910; 910; 910	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_192804.1	NP_192804.1; NP_192808.1; NP_001319896.1; NP_680675.1	317; 247; 234; 234	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_192839.1	NP_192839.1; NP_567690.1	238; 237	Pfam	PF00334; PF00334	Nucleoside diphosphate kinase; Nucleoside diphosphate kinase	7.9E-53; 3.6E-52	IPR034907; IPR034907	Nucleoside diphosphate kinase-like domain; Nucleoside diphosphate kinase-like domain
NP_192854.2	NP_192854.2; NP_001319901.1	743; 741	Pfam	PF11987, PF00009; 	Translation-initiation factor 2, Elongation factor Tu GTP binding domain; 	3.4E-26, 3.7E-31; 	IPR023115, IPR000795; 	Translation initiation factor IF- 2, domain 3, Translational (tr)-type GTP-binding domain; 
NP_192864.1	NP_192864.1; NP_201336.1	329; 341	Pfam	; 	; 	; 	; 	; 
NP_192869.1	NP_192869.1; NP_194084.1	371; 396	Pfam	; 	; 	; 	; 	; 
NP_192874.2	NP_192874.2; NP_567683.1	507; 526	Pfam	; 	; 	; 	; 	; 
NP_192877.1	NP_192877.1; NP_194077.1	894; 893	Pfam	; PF01602, PF02883, PF09066	; Adaptin N terminal region, Adaptin C-terminal domain, Beta2-adaptin appendage, C-terminal sub-domain	; 9.4E-162, 3.7E-8, 1.8E-28	; IPR002553, IPR008152, IPR015151	; Clathrin/coatomer adaptor, adaptin-like, N-terminal, Clathrin adaptor, alpha/beta/gamma-adaptin, appendage, Ig-like subdomain, Beta-adaptin appendage, C-terminal subdomain
NP_192883.2	NP_192883.2; NP_001319903.1	628; 628	Pfam	; PF00153	; Mitochondrial carrier protein	; 1.8E-25	; IPR018108	; Mitochondrial substrate/solute carrier
NP_192885.1	NP_192885.1; NP_001327991.1	700; 697	Pfam	PF01657, PF07714; 	Salt stress response/antifungal, Protein tyrosine and serine/threonine kinase; 	7.6E-14, 1.9E-46; 	IPR002902, IPR001245; 	Gnk2-homologous domain, Serine-threonine/tyrosine-protein kinase, catalytic domain; 
NP_192886.1	NP_192886.1; NP_001329009.1	666; 671	Pfam	; PF07714, PF01657	; Protein tyrosine and serine/threonine kinase, Salt stress response/antifungal	; 1.8E-48, 4.6E-14	; IPR001245, IPR002902	; Serine-threonine/tyrosine-protein kinase, catalytic domain, Gnk2-homologous domain
NP_192887.1	NP_192887.1; NP_001328210.1; NP_001328211.1	656; 648; 651	Pfam	PF01657, PF07714; ; 	Salt stress response/antifungal, Protein tyrosine and serine/threonine kinase; ; 	3.2E-14, 2.4E-48; ; 	IPR002902, IPR001245; ; 	Gnk2-homologous domain, Serine-threonine/tyrosine-protein kinase, catalytic domain; ; 
NP_192900.1	NP_192900.1; NP_196736.1; NP_564213.1	225; 229; 222	Pfam	PF01245; ; PF01245	Ribosomal protein L19; ; Ribosomal protein L19	8.8E-31; ; 5.1E-30	IPR001857; ; IPR001857	Ribosomal protein L19; ; Ribosomal protein L19
NP_192920.3	NP_192920.3; NP_192921.1; NP_192922.1	856; 866; 858	Pfam	PF00614, PF00168, PF12357; ; 	Phospholipase D Active site motif, C2 domain, Phospholipase D C terminal; ; 	3.2E-10, 3.4E-26, 1.7E-29; ; 	IPR001736, IPR000008, IPR024632; ; 	Phospholipase D/Transphosphatidylase, C2 domain, Phospholipase D, C-terminal; ; 
NP_192925.1	NP_192925.1; NP_001319907.1; NP_001320037.1; NP_194026.1; NP_001329520.1; NP_001329521.1; NP_001328192.1	221; 221; 219; 219; 179; 179; 172	Pfam	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 
NP_192928.2	NP_192928.2; NP_001328989.1; NP_567673.1; NP_001118967.1; NP_001328062.1	271; 268; 268; 273; 233	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_192929.2	NP_192929.2; NP_194022.3	475; 483	Pfam	; 	; 	; 	; 	; 
NP_192941.1	NP_192941.1; NP_849364.1	175; 175	Pfam	; 	; 	; 	; 	; 
NP_192966.5	NP_192966.5; NP_001329903.1	741; 671	Pfam	; 	; 	; 	; 	; 
NP_192967.1	NP_192967.1; NP_192969.4; NP_192968.3	516; 518; 520	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_192970.1	NP_192970.1; NP_199275.1	518; 519	Pfam	; 	; 	; 	; 	; 
NP_192977.2	NP_192977.2; NP_001031620.1	530; 558	Pfam	; 	; 	; 	; 	; 
NP_192980.1	NP_192980.1; NP_193990.1	368; 377	Pfam	PF02358; PF02358	Trehalose-phosphatase; Trehalose-phosphatase	4.0E-72; 2.0E-70	IPR003337; IPR003337	Trehalose-phosphatase; Trehalose-phosphatase
NP_192981.1	NP_192981.1; NP_001319911.1; NP_193988.1; NP_192981.1; NP_001319911.1; NP_001319910.1; NP_001329846.1; NP_001329095.1; NP_193988.1	182; 182; 183; 182; 182; 96; 96; 105; 183	Pfam	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 
NP_192983.2	NP_192983.2; NP_001327962.1; NP_001327968.1; NP_192983.2; NP_001327962.1; NP_001327968.1; NP_192983.2; NP_001327962.1; NP_001327968.1; NP_192983.2; NP_001327962.1; NP_001327968.1; NP_001327966.1; NP_001327967.1; NP_001327963.1; NP_001327964.1; NP_001327965.1	693; 693; 694; 693; 693; 694; 693; 693; 694; 693; 693; 694; 601; 602; 505; 505; 505	Pfam	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
NP_192992.1	NP_192992.1; NP_849366.1	111; 108	Pfam	; 	; 	; 	; 	; 
NP_193008.1	NP_193008.1; NP_849367.1; NP_849368.1; NP_193008.1; NP_849367.1; NP_849368.1; NP_193008.1; NP_849367.1; NP_849368.1; NP_001329574.1; NP_001329573.1	282; 282; 282; 282; 282; 282; 282; 282; 282; 217; 199	Pfam	; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; 
NP_193017.1	NP_193017.1; NP_193018.1	382; 442	Pfam	; 	; 	; 	; 	; 
NP_193020.6	NP_193020.6; NP_001154227.2; NP_001321488.1; NP_001321489.1; NP_001321494.1; NP_973809.1; NP_001321297.1; NP_001321296.1; NP_001328858.1; NP_001328769.1	395; 395; 345; 345; 372; 335; 364; 358; 301; 309	Pfam	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 
NP_193032.1	NP_193032.1; NP_001154228.1	233; 243	Pfam	; 	; 	; 	; 	; 
NP_193038.1	NP_193038.1; NP_001031622.1; NP_849370.1; NP_001190712.1	443; 444; 435; 444	Pfam	; ; ; PF00069	; ; ; Protein kinase domain	; ; ; 7.2E-71	; ; ; IPR000719	; ; ; Protein kinase domain
NP_193055.2	NP_193055.2; NP_001329065.1; NP_001329066.1; NP_001329063.1; NP_001329064.1	389; 300; 296; 242; 242	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_193066.4	NP_193066.4; NP_001328007.1	554; 554	Pfam	PF03936, PF01397; PF03936, PF01397	Terpene synthase family, metal binding domain, Terpene synthase, N-terminal domain; Terpene synthase family, metal binding domain, Terpene synthase, N-terminal domain	1.6E-77, 2.5E-47; 7.2E-76, 1.3E-47	IPR005630, IPR001906; IPR005630, IPR001906	Terpene synthase, metal-binding domain, Terpene synthase, N-terminal domain; Terpene synthase, metal-binding domain, Terpene synthase, N-terminal domain
NP_193093.1	NP_193093.1; NP_001190717.1	118; 124	Pfam	; 	; 	; 	; 	; 
NP_193095.2	NP_193095.2; NP_001190718.1	359; 359	Pfam	PF01169; 	Uncharacterized protein family UPF0016; 	2.8E-20; 	IPR001727; 	Gdt1 family; 
NP_193121.1	NP_193121.1; NP_001078385.1; NP_849377.1; NP_001078386.1	128; 128; 129; 129	Pfam	PF00076; ; ; 	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); ; ; 	3.9E-23; ; ; 	IPR000504; ; ; 	RNA recognition motif domain; ; ; 
NP_193124.2	NP_193124.2; NP_001190722.1; NP_001328953.1; NP_001319924.1	725; 706; 624; 530	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_193125.1	NP_193125.1; NP_001328680.1; NP_193129.1	470; 395; 471	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_193139.1	NP_193139.1; NP_001190723.1	490; 490	Pfam	PF05694; 	56kDa selenium binding protein (SBP56); 	7.4E-217; 	IPR008826; 	Selenium-binding protein; 
NP_193142.1	NP_193142.1; NP_565264.1	151; 151	Pfam	PF00407; 	Pathogenesis-related protein Bet v 1 family; 	2.0E-67; 	IPR000916; 	Bet v I/Major latex protein; 
NP_193149.2	NP_193149.2; NP_566738.1	289; 291	Pfam	; 	; 	; 	; 	; 
NP_193152.2	NP_193152.2; NP_849541.2	772; 773	Pfam	; PF04810, PF04815, PF04811, PF08033, PF00626	; Sec23/Sec24 zinc finger, Sec23/Sec24 helical domain, Sec23/Sec24 trunk domain, Sec23/Sec24 beta-sandwich domain, Gelsolin repeat	; 2.9E-14, 3.2E-22, 2.2E-75, 4.0E-29, 2.5E-14	; IPR006895, IPR006900, IPR006896, IPR012990, IPR007123	; Zinc finger, Sec23/Sec24-type, Sec23/Sec24, helical domain, Sec23/Sec24, trunk domain, Sec23/Sec24 beta-sandwich, Gelsolin-like domain
NP_193171.2	NP_193171.2; NP_001329677.1; NP_849380.1; NP_001078388.1	551; 551; 551; 548	Pfam	; PF00069, PF00433; ; 	; Protein kinase domain, Protein kinase C terminal domain; ; 	; 9.5E-64, 8.5E-7; ; 	; IPR000719, IPR017892; ; 	; Protein kinase domain, Protein kinase, C-terminal; ; 
NP_193173.5	NP_193173.5; NP_001329614.1; NP_001319937.1	1051; 1051; 1008	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_193210.2	NP_193210.2; NP_974549.1	475; 475	Pfam	PF05703, PF08458; 	Auxin canalisation, Plant pleckstrin homology-like region; 	1.7E-110, 3.4E-40; 	IPR008546, IPR013666; 	Domain of unknown function DUF828, Pleckstrin-like, plant; 
NP_193238.5	NP_193238.5; NP_001154234.1	768; 768	Pfam	; 	; 	; 	; 	; 
NP_193258.3	NP_193258.3; NP_001319944.1; NP_001328801.1; NP_001328800.1; NP_001329357.1; NP_001329359.1; NP_001329360.1; NP_001329363.1; NP_001329364.1; NP_001329365.1; NP_680692.1; NP_001329358.1; NP_001329361.1; NP_001329362.1; NP_001329366.1	1400; 1400; 1321; 1324; 1397; 1394; 1394; 1394; 1394; 1394; 1390; 1387; 1387; 1387; 1387	Pfam	; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; 
NP_193263.1	NP_193263.1; NP_001328018.1	478; 510	Pfam	; 	; 	; 	; 	; 
NP_193264.3	NP_193264.3; NP_001328691.1; NP_001328694.1; NP_001328693.1; NP_001328692.1	757; 759; 755; 774; 785	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_193268.3	NP_193268.3; NP_001329686.1	513; 485	Pfam	; 	; 	; 	; 	; 
NP_193272.1	NP_193272.1; NP_001329547.1	759; 756	Pfam	; 	; 	; 	; 	; 
NP_193301.1	NP_193301.1; NP_193302.1; NP_193305.1; NP_193303.1; NP_193304.1	102; 102; 102; 102; 102	Pfam	; ; PF00462; ; PF00462	; ; Glutaredoxin; ; Glutaredoxin	; ; 7.7E-13; ; 2.1E-13	; ; IPR002109; ; IPR002109	; ; Glutaredoxin; ; Glutaredoxin
NP_193324.1	NP_193324.1; NP_001329429.1	1314; 1310	Pfam	PF12717; 	non-SMC mitotic condensation complex subunit 1; 	3.5E-27; 	IPR032682; 	Condensin complex subunit 1, C-terminal; 
NP_193346.5	NP_193346.5; NP_566561.2; NP_850600.2; NP_001325499.1	664; 690; 669; 620	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_193381.1	NP_193381.1; NP_001328028.1; NP_001328029.1	582; 582; 582	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_193406.3	NP_193406.3; NP_001328553.1	539; 493	Pfam	; 	; 	; 	; 	; 
NP_193411.1	NP_193411.1; NP_001332104.1; NP_196289.2; NP_001332103.1; NP_974743.1; NP_182018.1	284; 273; 336; 237; 237; 318	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
NP_193424.2	NP_193424.2; NP_001329722.1; NP_193420.2; NP_001328661.1; NP_001329720.1	1040; 1058; 1147; 985; 1213	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_193425.1	NP_193425.1; NP_001329036.1; NP_193425.1; NP_001329036.1; NP_001329039.1; NP_001329040.1; NP_001329041.1; NP_001328020.1; NP_001328021.1; NP_001328019.1; NP_001329037.1; NP_001329038.1; NP_001329042.1; NP_001329043.1; NP_001329719.1; NP_849398.1	1304; 1307; 1304; 1307; 1322; 1322; 1319; 1350; 1359; 1374; 1370; 1364; 1364; 1370; 1361; 1404	Pfam	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
NP_193428.2	NP_193428.2; NP_001328022.1	1449; 1440	Pfam	PF00931, PF07725, PF00560, PF01582; 	NB-ARC domain, Leucine Rich Repeat, Leucine Rich Repeat, TIR domain; 	9.7E-16, 8.0E-8, 0.72, 3.5E-47; 	IPR002182, IPR011713, IPR001611, IPR000157; 	NB-ARC, Leucine-rich repeat 3, Leucine-rich repeat, Toll/interleukin-1 receptor homology (TIR) domain; 
NP_193448.2	NP_193448.2; NP_001329373.1; NP_193448.2; NP_001328385.1; NP_001328386.1; NP_001118998.1; NP_001328384.1	502; 504; 502; 478; 413; 387; 387	Pfam	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 
NP_193460.1	NP_193460.1; NP_199565.4	343; 343	Pfam	; 	; 	; 	; 	; 
NP_193471.2	NP_193471.2; NP_001328573.1; NP_001190750.1; NP_001190751.1	826; 826; 827; 827	Pfam	; ; PF08783, PF13696; 	; ; DWNN domain, Zinc knuckle; 	; ; 1.0E-28, 2.1E-9; 	; ; IPR014891, IPR025829; 	; ; DWNN domain, Zinc knuckle CX2CX3GHX4C; 
NP_193477.1	NP_193477.1; NP_001190752.1; NP_001190753.1; NP_001319975.1	308; 308; 308; 308	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_193479.1	NP_193479.1; NP_001328383.1; NP_001328380.1; NP_001328381.1; NP_001328382.1; NP_001328703.1; NP_001328702.1; NP_001328704.1	300; 270; 226; 226; 226; 222; 247; 249	Pfam	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 
NP_193499.1	NP_193499.1; NP_001190757.1; NP_199519.1; NP_001190483.1; NP_974896.1; NP_001032026.1	282; 277; 287; 282; 256; 253	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
NP_193501.2	NP_193501.2; NP_199518.1	388; 410	Pfam	; 	; 	; 	; 	; 
NP_193521.1	NP_193521.1; NP_001331305.1; NP_199491.2	191; 221; 221	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_193537.2	NP_193537.2; NP_564265.1; NP_849710.1	621; 616; 616	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_193539.6	NP_193539.6; NP_001328203.1; NP_199466.1	1236; 1246; 1248	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_193548.7	NP_193548.7; NP_001031661.2; NP_001190760.1; NP_001328766.1; NP_001328767.1; NP_001328768.1	446; 446; 442; 441; 441; 441	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
NP_193555.3	NP_193555.3; NP_001319981.1	390; 390	Pfam	PF16913; PF16913	Purine nucleobase transmembrane transport; Purine nucleobase transmembrane transport	5.6E-121; 1.5E-121	-; -	-; -
NP_193568.2	NP_193568.2; NP_001327987.1	397; 383	Pfam	; 	; 	; 	; 	; 
NP_193570.1	NP_193570.1; NP_001329914.1; NP_001078406.1; NP_001329915.1	368; 368; 314; 259	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_193572.1	NP_193572.1; NP_001328912.1	606; 531	Pfam	; 	; 	; 	; 	; 
NP_193588.5	NP_193588.5; NP_001328770.1	389; 384	Pfam	PF05212; 	Protein of unknown function (DUF707); 	4.7E-146; 	IPR007877; 	Protein of unknown function DUF707; 
NP_193590.1	NP_193590.1; NP_001328832.1; NP_001328833.1	419; 436; 319	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_193603.1	NP_193603.1; NP_193604.2	235; 282	Pfam	PF14144; PF14144	Seed dormancy control; Seed dormancy control	5.6E-26; 8.8E-26	IPR025422; IPR025422	Transcription factor TGA like domain; Transcription factor TGA like domain
NP_193607.1	NP_193607.1; NP_001324130.1	266; 247	Pfam	; 	; 	; 	; 	; 
NP_193615.1	NP_193615.1; NP_199387.1	214; 216	Pfam	; 	; 	; 	; 	; 
NP_193619.1	NP_193619.1; NP_001319988.1; NP_001329295.1	545; 545; 545	Pfam	; PF01535, PF13041; 	; PPR repeat, PPR repeat family; 	; 1.1E-8, 3.0E-8; 	; IPR002885, IPR002885; 	; Pentatricopeptide repeat, Pentatricopeptide repeat; 
NP_193677.2	NP_193677.2; NP_001319996.1; NP_001328921.1; NP_001328920.1	397; 397; 432; 301	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_193688.1	NP_193688.1; NP_001328514.1	1167; 1189	Pfam	; 	; 	; 	; 	; 
NP_193699.1	NP_193699.1; NP_199326.1; NP_001330210.1; NP_001327977.1	200; 200; 208; 193	Pfam	; ; PF00071; 	; ; Ras family; 	; ; 3.6E-58; 	; ; IPR001806; 	; ; Small GTPase; 
NP_193710.2	NP_193710.2; NP_193711.2; NP_001319999.1; NP_193716.1	362; 369; 379; 379	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_193716.1	NP_193716.1; NP_001319999.1; NP_001320000.1	379; 379; 368	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_193729.2	NP_193729.2; NP_001329904.1; NP_193729.2; NP_001190775.1; NP_001329904.1	823; 833; 823; 807; 833	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_193750.1	NP_193750.1; NP_199280.1	504; 519	Pfam	PF01697; PF01697	Glycosyltransferase family 92; Glycosyltransferase family 92	5.5E-32; 2.0E-32	IPR008166; IPR008166	Glycosyltransferase family 92; Glycosyltransferase family 92
NP_193757.3	NP_193757.3; NP_001329407.1	451; 396	Pfam	; 	; 	; 	; 	; 
NP_193767.2	NP_193767.2; NP_001329830.1	475; 475	Pfam	; PF02002	; TFIIE alpha subunit	; 7.3E-8	; IPR024550	; TFIIEalpha/SarR/Rpc3 HTH domain
NP_193777.1	NP_193777.1; NP_001031682.1; NP_001154258.1; NP_001329619.1; NP_849414.1	257; 257; 257; 257; 257	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_193778.2	NP_193778.2; NP_001328115.1	898; 883	Pfam	; 	; 	; 	; 	; 
NP_193785.1	NP_193785.1; NP_001329281.1; NP_193785.1; NP_001329281.1; NP_193785.1; NP_001329281.1; NP_001320014.1; NP_001329283.1	376; 412; 376; 412; 376; 412; 284; 256	Pfam	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 
NP_193819.1	NP_193819.1; NP_001328972.1	237; 237	Pfam	; PF04116	; Fatty acid hydroxylase superfamily	; 1.0E-15	; IPR006694	; Fatty acid hydroxylase
NP_193831.1	NP_193831.1; NP_193832.1	267; 260	Pfam	; 	; 	; 	; 	; 
NP_193836.1	NP_193836.1; NP_201495.1	232; 225	Pfam	; 	; 	; 	; 	; 
NP_193838.2	NP_193838.2; NP_001154260.1	741; 684	Pfam	; 	; 	; 	; 	; 
NP_193840.1	NP_193840.1; NP_568920.1	249; 257	Pfam	; 	; 	; 	; 	; 
NP_193880.5	NP_193880.5; NP_001329575.1; NP_567283.1; NP_001190678.1	580; 579; 582; 619	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_193887.1	NP_193887.1; NP_001320024.1; NP_974585.1; NP_001328317.1; NP_567281.2; NP_974513.1	209; 209; 209; 210; 210; 210	Pfam	; PF03997; ; ; ; 	; VPS28 protein; ; ; ; 	; 5.9E-69; ; ; ; 	; IPR007143; ; ; ; 	; Vacuolar protein sorting-associated Vps28; ; ; ; 
NP_193895.2	NP_193895.2; NP_001320025.1; NP_567633.2	733; 759; 766	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_193915.1	NP_193915.1; NP_567637.1; NP_001078422.1	143; 144; 141	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_193939.1	NP_193939.1; NP_193940.1	394; 394	Pfam	; PF00544	; Pectate lyase	; 1.3E-23	; IPR002022	; Pectate lyase
